Time,Roll_X(deg),Pitch_Y(deg),Yaw_Z(deg),Altitude(m)
15:14:28.260,25.93,-66.5,204.51,0.0
15:14:28.281,25.93,-66.5,204.51,35.22
15:14:28.367,25.86,-66.47,204.39,35.22
15:14:28.390,25.86,-66.47,204.39,35.22
15:14:28.486,25.88,-66.48,204.2,35.22
15:14:28.501,25.88,-66.48,204.2,35.22
15:14:28.606,25.88,-66.48,204.2,35.22
15:14:28.613,25.88,-66.48,204.2,35.22
15:14:28.723,25.89,-66.45,203.82,35.22
15:14:28.737,25.89,-66.45,203.82,35.22
15:14:28.841,25.89,-66.46,203.64,35.22
15:14:28.859,25.89,-66.46,203.64,35.22
15:14:28.956,25.89,-66.46,203.64,35.22
15:14:28.969,25.89,-66.46,203.64,35.22
15:14:29.071,25.93,-66.52,203.24,35.22
15:14:29.084,25.93,-66.52,203.24,35.22
15:14:29.191,26.0,-66.48,203.0,35.22
15:14:29.217,26.0,-66.48,203.0,35.21
15:14:29.288,25.81,-66.5,203.0,35.21
15:14:29.324,25.81,-66.5,203.0,35.21
15:14:29.425,25.81,-66.5,203.0,35.21
15:14:29.438,25.81,-66.5,203.0,35.21
15:14:29.538,25.89,-66.51,202.56,35.21
15:14:29.549,25.89,-66.51,202.56,35.2
15:14:29.628,25.83,-66.5,202.43,35.2
15:14:29.631,25.83,-66.5,202.43,35.2
15:14:29.743,25.82,-66.48,202.26,35.2
15:14:29.746,25.82,-66.48,202.26,35.2
15:14:29.857,25.82,-66.5,202.08,35.2
15:14:29.860,25.82,-66.5,202.08,35.19
15:14:29.972,25.87,-66.51,201.86,35.19
15:14:29.976,25.87,-66.51,201.86,35.19
15:14:30.087,25.93,-66.48,201.62,35.19
15:14:30.090,25.93,-66.48,201.62,35.18
15:14:30.201,25.76,-66.48,201.6,35.18
15:14:30.214,25.76,-66.48,201.6,35.18
15:14:30.316,25.91,-66.49,201.28,35.18
15:14:30.344,25.91,-66.49,201.28,35.17
15:14:30.431,25.89,-66.47,201.11,35.17
15:14:30.433,25.89,-66.47,201.11,35.17
15:14:30.545,25.91,-66.49,200.92,35.17
15:14:30.548,25.91,-66.49,200.92,35.17
15:14:30.660,25.98,-66.55,200.67,35.17
15:14:30.680,25.98,-66.55,200.67,35.16
